"","HOUSEID","TRAVDAY","SAMPSTRAT","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","DRVRCNT","CNTTDHH","HHSTATE","HHSTFIPS","NUMADLT","YOUNGCHILD","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","SCRESP","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","RESP_CNT","WEBUSE17","SMPLSRCE","WTHHFIN","HBHUR","HTHTNRNT","HTPPOPDN","HTRESDN","HTEEMPDN","HBHTNRNT","HBPPOPDN","HBRESDN"
"76660",40104194,4,3,1,1,1,1,5,-9,-9,2,-9,2,-9,-9,-9,-9,1,-9,-9,-9,-9,2,0,0,"GA",13,1,0,0,201612,1,9,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,5,2,120.261579129455,"C",50,3000,750,750,50,7000,1500
"76665",40104235,6,4,1,1,2,2,1,1,5,1,5,1,5,5,5,5,2,3,2,5,5,2,1,0,"GA",13,1,0,0,201703,1,1,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,1,2,382.535466014107,"R",30,50,50,25,5,50,50
"76681",40104540,6,1,1,2,1,3,2,5,5,5,5,1,5,5,5,5,2,-9,4,4,4,1,2,14,"GA",13,2,0,0,201702,1,10,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,2,2,344.756138775733,"T",30,750,300,150,20,750,300
"76685",40104619,5,3,1,2,1,4,1,1,1,5,5,3,4,5,5,4,2,1,1,5,5,1,2,0,"GA",13,2,0,1,201703,1,10,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",2,1,2,92.365771416233,"T",20,300,50,75,20,300,300
"76705",40104866,6,1,2,1,0,1,1,-9,-9,1,-9,-1,1,1,1,-9,5,5,5,5,5,2,1,9,"GA",13,1,0,0,201701,1,9,1,5,1,1,5,1,1,5,3,51,97,2,"12060",1,1,2,419.241685459419,"C",40,3000,1500,1500,40,3000,1500
"76713",40104953,7,3,1,1,2,7,1,1,5,5,5,1,5,5,5,5,4,2,4,5,4,2,1,2,"GA",13,1,0,1,201701,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,1,2,94.1434872433879,"T",5,300,50,150,20,300,300
"76720",40104989,7,3,1,8,5,7,3,1,2,5,5,1,5,5,5,5,-9,-9,-9,-9,-9,1,3,12,"GA",13,3,1,2,201701,1,4,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",8,1,2,415.723827754747,"T",20,1500,750,750,5,1500,300
"76732",40105118,4,3,1,4,2,8,2,1,3,1,5,1,5,5,5,5,3,2,3,3,3,1,2,8,"GA",13,2,1,2,201703,1,4,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",4,1,2,178.726067676262,"T",20,1500,750,750,5,1500,300
"76752",40105366,2,3,2,1,2,3,1,1,1,1,4,1,4,5,5,5,2,4,1,3,3,2,1,0,"GA",13,1,0,1,201703,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,119.975607071164,"C",70,1500,750,750,70,1500,750
"76768",40105658,5,3,1,1,1,4,1,1,1,5,5,2,5,5,5,5,1,2,5,5,5,2,1,4,"GA",13,1,0,0,201702,1,9,3,1,2,4,6,2,1,5,3,53,6,2,"XXXXX",1,1,2,66.4578077379742,"R",30,50,50,25,20,50,50
"76780",40105748,7,1,2,1,1,2,1,2,2,4,5,1,5,5,5,5,3,3,3,4,5,2,1,4,"GA",13,1,0,1,201702,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,1,1566.50236073056,"C",70,7000,3000,3000,80,17000,7000
"76850",40106710,6,3,2,2,2,-8,1,5,5,1,5,3,5,5,5,-9,2,2,3,5,3,1,2,4,"GA",13,2,0,0,201701,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,60.0207900988526,"T",20,750,300,350,20,750,300
"76860",40106812,5,3,1,2,2,6,3,1,5,5,5,1,5,5,5,5,4,4,3,3,3,1,2,0,"GA",13,2,0,2,201704,1,2,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,1,167.501532003122,"S",20,1500,750,750,5,1500,750
"76883",40107162,3,4,1,2,2,6,1,1,1,5,5,1,5,5,4,5,4,4,5,5,3,1,2,7,"GA",13,2,0,0,201612,1,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,241.508193254492,"R",20,300,50,75,20,300,50
"76891",40107305,4,3,1,3,1,6,2,1,2,1,-9,2,5,5,5,5,2,2,2,2,5,1,1,3,"GA",13,3,0,1,201701,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,113.282891747891,"C",40,3000,1500,1500,20,3000,1500
"76896",40107377,3,3,1,2,2,-7,4,3,5,2,4,1,5,5,5,5,2,2,4,4,4,1,2,4,"GA",13,2,0,2,201703,1,2,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,3,2,140.869018068294,"S",20,1500,750,750,40,3000,750
"76912",40107598,4,1,1,4,2,11,1,1,1,1,5,1,4,4,4,5,3,4,2,3,2,1,2,9,"GA",13,2,1,2,201703,1,4,1,5,1,1,5,1,1,5,3,51,1,2,"12060",4,1,2,751.313014499579,"S",20,3000,750,1500,5,7000,1500
"76914",40107617,5,1,1,1,1,4,2,1,2,5,5,1,5,5,5,5,3,2,5,5,5,2,1,0,"GA",13,1,0,1,201612,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,386.672126157972,"T",5,750,300,350,5,750,300
"76925",40107752,5,3,1,4,5,11,1,1,2,4,4,1,4,4,4,5,3,3,4,4,4,1,4,23,"GA",13,3,0,4,201701,1,8,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,119.761326487214,"T",30,300,300,150,30,300,50
"76927",40107778,5,3,1,3,4,9,1,1,1,5,4,1,5,5,5,5,3,2,5,5,5,1,3,8,"GA",13,2,0,2,201703,1,6,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,2,67.2435958511727,"S",0,1500,750,750,5,750,300
"76935",40107869,3,3,1,2,2,6,1,1,-9,-9,-9,1,-9,-9,-9,-9,-9,1,-9,-9,-9,1,2,18,"GA",13,2,0,1,201702,1,10,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,92.8281401115355,"R",20,50,50,25,20,50,50
"76952",40108078,4,1,1,2,1,4,1,2,5,5,5,1,5,5,5,5,3,3,5,5,5,1,1,4,"GA",13,2,0,1,201702,1,2,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,1,2,403.001232685031,"R",20,300,50,75,20,300,50
"76973",40108317,4,3,1,3,3,6,4,1,4,-9,-9,1,-9,-9,-9,-9,1,2,5,5,4,1,3,1,"GA",13,3,0,1,201612,1,10,3,1,2,4,6,2,1,5,3,53,2,2,"XXXXX",3,1,2,190.144527485306,"R",5,300,50,150,0,300,300
"76991",40108510,3,3,2,1,1,2,5,1,5,5,5,2,5,5,5,5,2,2,4,4,4,2,1,0,"GA",13,1,0,0,201702,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,109.074897350443,"T",20,750,300,350,20,3000,1500
"76994",40108531,2,4,1,1,1,5,1,5,5,5,5,1,5,5,5,5,1,2,3,3,3,2,1,8,"GA",13,1,0,0,201611,1,9,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",1,1,2,294.461963782049,"T",40,300,300,150,40,300,50
"77005",40108652,3,3,1,1,1,5,1,1,1,3,5,2,5,5,5,5,2,2,3,3,3,2,1,3,"GA",13,1,0,1,201703,1,9,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,68.8598363820069,"T",5,1500,300,750,5,1500,300
"77012",40108789,1,1,1,2,2,-7,1,2,3,5,5,1,5,5,5,5,3,3,4,4,4,1,2,12,"GA",13,2,0,1,201703,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,1,1990.34170249157,"T",30,750,300,150,20,750,300
"77015",40108821,1,1,1,2,2,9,1,1,1,1,3,1,3,4,4,5,5,5,4,4,3,1,2,12,"GA",13,2,0,2,201704,2,2,1,5,1,1,5,1,1,5,3,51,97,2,"12060",2,1,2,1654.96588332999,"U",50,7000,3000,3000,50,7000,7000
"77030",40109083,7,1,1,1,1,5,1,1,5,5,5,1,4,5,5,5,5,4,5,5,5,2,1,2,"GA",13,1,0,1,201612,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,964.467003884228,"C",40,3000,1500,1500,50,3000,1500
"77042",40109198,4,3,2,1,1,5,1,1,4,3,5,1,4,5,5,5,2,2,2,4,4,2,1,6,"GA",13,1,0,1,201703,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,141.934402324415,"C",60,3000,1500,1500,60,3000,1500
"77043",40109200,2,3,1,2,2,-7,1,1,5,5,5,1,5,5,5,5,2,3,5,5,5,1,2,14,"GA",13,2,0,0,201612,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,54.0533256364481,"S",20,1500,750,750,30,1500,750
"77062",40109340,1,1,1,2,2,6,-9,1,-9,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,1,2,13,"GA",13,2,0,2,201701,1,2,1,5,1,1,1,1,1,5,3,51,1,2,"12060",2,1,2,246.623767613617,"R",50,300,300,150,20,50,50
"77065",40109404,6,4,1,3,1,3,1,1,4,5,5,1,5,5,5,5,4,4,5,5,5,1,1,14,"GA",13,1,0,0,201701,1,5,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",3,1,2,604.200774236763,"R",5,50,50,25,5,750,300
"77080",40109592,4,3,2,1,0,1,-9,-9,-9,-9,-9,-1,-9,-9,-9,2,2,2,4,4,5,2,0,4,"GA",13,1,0,0,201703,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,-9,2,145.9203635162,"C",70,1500,1500,750,80,3000,1500
"77081",40109606,5,1,1,2,2,8,1,1,3,3,4,1,4,5,4,5,4,4,3,4,2,1,2,12,"GA",13,2,0,2,201702,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,224.456626890987,"S",40,3000,1500,1500,30,3000,1500
"77097",40109820,5,1,1,1,5,8,1,1,2,5,5,1,5,5,5,5,2,3,5,5,5,2,1,2,"GA",13,1,0,1,201702,1,1,1,5,1,4,6,2,1,5,3,51,1,2,"12060",1,1,2,201.81186666692,"R",20,300,50,75,5,50,50
"77098",40109830,7,1,1,2,2,9,1,1,1,-9,4,1,4,5,4,5,4,4,5,5,5,1,2,0,"GA",13,2,0,2,201611,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,597.937037362684,"C",40,7000,3000,3000,5,3000,1500
"77164",40110537,3,3,1,4,2,5,1,1,1,5,5,1,5,5,5,5,1,2,5,5,5,1,2,4,"GA",13,2,1,2,201703,1,4,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",4,1,2,137.203450367405,"T",50,1500,750,750,40,1500,750
"77186",40110875,6,1,1,1,2,5,5,5,5,4,4,1,5,5,5,5,1,2,3,3,5,2,1,1,"GA",13,1,0,0,201703,1,9,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,5,2,186.937103669799,"S",5,1500,750,750,5,1500,750
"77190",40110954,2,4,1,2,2,7,1,1,1,-9,-9,1,-9,-9,-9,-9,3,3,5,5,5,1,2,9,"GA",13,2,0,2,201703,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,479.59021389862,"R",5,50,50,25,5,50,50
"77199",40111121,2,1,1,2,2,5,1,1,5,5,5,1,5,5,5,5,2,3,5,5,5,1,2,4,"GA",13,2,0,2,201702,1,2,1,5,1,1,1,1,1,5,3,51,1,2,"12060",2,1,2,91.6279687228457,"R",20,300,50,75,20,300,50
"77225",40111475,2,4,2,1,0,1,5,5,5,5,5,5,5,5,5,4,2,1,2,2,4,2,0,3,"GA",13,1,0,0,201701,1,1,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",1,5,2,798.166070087747,"R",20,50,50,25,20,50,50
"77228",40111508,6,1,2,1,1,6,1,1,3,3,5,1,4,5,4,5,4,4,4,5,5,2,1,5,"GA",13,1,0,0,201701,1,9,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,252.391369740592,"S",20,3000,750,1500,40,3000,1500
"77245",40111688,5,1,2,1,1,5,1,1,3,2,5,1,5,5,5,5,2,3,4,5,5,2,1,3,"GA",13,1,0,1,201611,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,754.316932181794,"S",50,3000,1500,1500,70,3000,1500
"77246",40111711,3,4,1,1,3,7,1,1,2,5,5,1,5,5,5,5,2,2,5,5,5,2,1,6,"GA",13,1,0,1,201702,1,1,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,1,2,373.006656108664,"R",30,50,50,25,20,50,50
"77265",40112004,5,1,1,2,2,7,1,1,5,-9,-9,1,-9,-9,-9,-9,3,3,4,4,4,1,2,8,"GA",13,2,0,1,201612,1,10,1,5,1,2,6,1,1,5,3,51,1,2,"12060",2,1,2,306.728702801694,"R",30,300,50,75,20,300,300
"77306",40112586,3,3,1,2,2,2,3,3,5,5,5,2,5,5,5,5,3,3,5,5,5,1,2,10,"GA",13,2,0,0,201703,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,3,2,43.4813174454112,"R",5,50,50,25,20,50,50
"77330",40112933,1,1,1,3,2,6,1,1,1,5,5,1,5,4,4,5,4,2,5,3,2,1,2,0,"GA",13,2,0,2,201612,1,6,1,5,1,1,5,1,1,5,3,51,3,2,"12060",3,1,2,1165.45890247744,"S",5,3000,750,1500,5,1500,750
"77343",40113055,1,1,1,5,1,3,1,5,5,4,5,1,4,5,4,5,2,4,3,4,1,1,4,13,"GA",13,4,0,2,201612,1,6,1,5,1,1,5,1,1,5,3,51,2,2,"12060",5,1,2,2113.05315696986,"C",5,1500,750,750,5,1500,750
"77352",40113123,5,3,1,2,4,6,1,5,2,3,5,1,5,5,5,5,2,2,3,4,4,1,2,11,"GA",13,2,0,0,201703,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,44.2339693458861,"R",20,300,50,150,40,300,300
"77356",40113146,2,1,2,4,2,6,1,1,5,5,5,1,5,5,5,5,4,4,5,5,5,1,4,8,"GA",13,4,0,3,201702,1,8,1,5,1,1,5,1,1,5,3,51,2,2,"12060",4,1,2,1799.26303883357,"C",20,3000,750,1500,5,3000,1500
"77368",40113239,2,3,2,1,1,1,5,5,5,5,5,2,5,5,5,5,2,3,4,4,5,2,1,3,"GA",13,1,0,0,201701,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,5,2,123.880215547813,"S",50,1500,750,350,40,3000,1500
"77377",40113404,3,4,1,3,3,1,-9,-9,-9,1,5,1,5,5,5,5,2,2,4,5,5,1,3,15,"GA",13,3,0,1,201701,1,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",3,-9,2,478.834090323886,"R",20,50,50,25,20,50,50
"77398",40113736,6,1,1,2,2,6,1,1,5,4,5,1,4,5,4,4,2,4,4,4,2,1,2,9,"GA",13,2,0,2,201704,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,489.838363716416,"S",30,3000,750,1500,40,3000,1500
"77407",40113851,3,3,2,1,2,4,3,1,1,2,5,1,5,5,5,5,2,1,1,3,1,2,1,3,"GA",13,1,0,1,201703,1,1,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,131.543671573113,"C",70,7000,1500,1500,80,3000,1500
"77430",40114204,2,1,1,1,1,7,1,1,1,5,5,1,4,5,4,5,5,5,5,5,5,2,1,4,"GA",13,1,0,1,201701,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,300.559732942869,"S",40,3000,1500,1500,5,1500,750
"77435",40114283,6,3,1,1,1,-7,1,1,1,5,-9,2,4,5,5,5,2,2,5,5,5,2,1,2,"GA",13,1,0,0,201701,1,9,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,42.1605903872411,"R",0,300,50,75,0,750,300
"77439",40114321,6,1,1,1,2,-7,1,1,3,5,5,1,4,1,5,5,5,2,5,5,2,2,1,0,"GA",13,1,0,1,201612,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,295.662615704403,"S",5,3000,750,1500,5,3000,750
"77447",40114415,3,3,1,2,4,8,1,1,1,5,5,1,4,5,4,5,4,4,4,4,4,1,2,6,"GA",13,2,0,1,201704,1,10,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,143.158315743832,"R",5,300,50,150,5,300,300
"77463",40114526,6,3,1,2,3,6,1,1,1,5,5,2,5,5,5,5,5,4,5,5,5,1,2,5,"GA",13,2,0,1,201612,1,10,3,1,2,4,6,2,1,5,3,53,2,2,"XXXXX",2,1,2,93.3448018575087,"R",30,50,50,25,30,300,300
"77464",40114572,6,3,1,3,4,10,1,1,1,4,5,2,5,5,5,5,2,4,5,5,5,1,3,9,"GA",13,3,0,2,201701,1,8,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,2,73.7699346528737,"T",20,750,300,350,5,750,300
"77478",40114814,6,3,1,2,2,5,1,1,2,2,5,1,5,5,5,5,1,3,2,5,5,1,1,12,"GA",13,1,0,1,201702,1,5,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",2,1,2,53.6461141928131,"C",50,3000,1500,1500,60,3000,1500
"77481",40114842,6,3,1,5,2,11,1,1,3,1,4,1,3,5,5,5,3,2,4,4,4,1,2,37,"GA",13,2,1,2,201702,1,4,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",5,1,2,106.345113668757,"R",5,50,50,25,20,300,50
"77510",40115240,6,3,2,3,4,5,1,1,3,-9,-9,1,-9,-9,-9,-9,4,4,5,5,5,1,3,14,"GA",13,3,0,3,201703,1,8,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,196.123343851691,"T",20,750,300,350,20,750,300
"77521",40115451,7,3,2,1,2,7,2,1,3,1,4,1,4,5,5,5,2,3,4,4,5,2,1,2,"GA",13,1,0,1,201611,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,257.295917882168,"C",60,1500,750,750,60,3000,1500
"77543",40115803,5,1,1,1,1,3,1,1,2,1,5,1,5,4,4,5,1,4,4,5,5,2,1,7,"GA",13,1,0,0,201611,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,407.133692405194,"S",20,3000,1500,750,20,3000,1500
"77556",40116012,3,1,1,2,2,8,1,1,2,5,5,1,5,5,5,5,5,2,5,5,5,1,2,3,"GA",13,2,0,2,201701,1,2,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,1,2,265.407765109111,"R",20,300,50,25,20,50,50
"77581",40116368,5,1,2,4,1,4,1,1,-9,-9,-9,1,4,1,1,-9,1,-9,-9,-9,2,1,2,17,"GA",13,3,0,3,201611,1,6,1,5,1,1,5,1,1,5,3,51,5,2,"12060",4,1,2,2111.85990481212,"U",30,3000,1500,1500,30,3000,1500
"77588",40116510,6,3,1,1,2,2,5,-9,-9,-9,-9,2,-9,-9,-9,-9,2,-9,-9,-9,-9,2,1,2,"GA",13,1,0,0,201612,1,9,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,5,2,82.0406195686007,"R",20,50,50,25,20,300,50
"77598",40116597,3,1,1,2,2,6,1,1,3,5,5,1,2,4,4,5,1,1,4,4,4,1,2,4,"GA",13,2,0,2,201701,1,2,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,371.113822229271,"S",30,3000,1500,1500,20,3000,1500
"77600",40116666,4,3,1,2,1,8,1,1,1,3,3,1,5,5,5,5,4,4,3,3,5,1,1,7,"GA",13,1,0,1,201702,1,5,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",2,1,2,98.5581688641013,"R",30,50,50,25,30,50,50
"77607",40116786,6,3,1,3,2,6,1,1,2,5,5,1,4,5,5,5,5,5,5,5,5,1,2,12,"GA",13,2,0,2,201703,1,6,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,93.8421149147294,"R",5,300,50,75,5,300,50
"77619",40116980,5,3,2,2,1,6,3,1,1,2,5,1,4,5,5,5,2,2,2,5,5,1,2,2,"GA",13,1,0,0,201703,1,7,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,125.645560908448,"T",5,300,300,150,5,750,300
"77661",40117601,5,3,1,2,2,9,1,1,3,1,4,-1,4,5,5,5,3,2,3,3,5,1,2,15,"GA",13,1,0,1,201701,1,7,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,81.7175781165292,"S",30,1500,1500,750,20,1500,750
"77678",40117847,2,3,1,2,2,6,1,1,1,3,5,1,5,5,5,5,4,4,4,4,5,1,1,0,"GA",13,2,0,0,201701,1,10,3,2,2,4,6,2,1,5,3,53,2,2,"XXXXX",2,1,2,52.6634220669141,"T",40,750,300,350,20,300,300
"77683",40117866,4,1,1,1,2,1,5,5,5,-9,-9,2,-9,-9,-9,-9,2,3,4,4,4,2,1,7,"GA",13,1,0,0,201701,1,9,1,5,1,4,6,2,1,5,3,51,1,2,"12060",1,5,2,250.325598462672,"T",40,300,300,150,20,300,300
"77693",40117994,4,3,2,6,3,5,1,1,1,4,5,1,5,5,5,5,1,3,3,3,3,1,2,2,"GA",13,2,1,1,201611,1,4,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",6,1,2,230.298386648705,"T",90,50,50,75,90,1500,300
"77711",40118252,7,4,1,4,2,2,2,1,1,5,5,1,5,5,5,5,4,4,4,4,4,1,2,4,"GA",13,4,0,1,201701,1,2,4,6,2,4,6,2,1,5,3,54,2,2,"XXXXX",4,1,2,2112.13981336114,"R",5,50,50,25,5,50,50
"77719",40118388,3,3,2,3,2,5,3,1,5,5,4,2,5,4,5,5,1,2,3,3,3,1,2,5,"GA",13,2,1,1,201611,1,4,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,946.061355674033,"R",20,300,50,25,20,300,50
"77721",40118427,3,1,1,1,1,2,4,1,5,1,-9,1,-9,-9,-9,-9,1,1,1,5,5,2,1,3,"GA",13,1,0,0,201701,1,1,1,5,1,1,5,1,1,5,3,51,6,2,"12060",1,1,2,207.088954614518,"S",20,1500,750,750,20,1500,750
"77724",40118463,5,3,1,3,2,11,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,1,2,10,"GA",13,2,1,2,201703,1,4,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,2,98.3255300929261,"T",5,1500,300,750,5,1500,300
"77745",40118624,2,3,1,2,2,4,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,4,2,-9,-9,-9,1,2,3,"GA",13,2,0,1,201704,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,122.10630744926,"C",40,3000,1500,1500,50,3000,1500
"77761",40118838,5,3,1,3,2,5,1,1,3,5,5,1,4,5,5,5,5,4,5,5,5,1,2,24,"GA",13,2,1,2,201612,1,4,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,93.1440178602562,"T",20,750,300,350,20,1500,750
"77795",40119240,2,3,1,1,1,6,1,-9,-9,1,-9,-1,1,-9,-9,-9,3,4,-9,-9,-9,2,1,2,"GA",13,1,0,0,201701,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,49.091050892661,"S",30,1500,750,750,20,1500,750
"77816",40119538,3,1,1,2,2,11,1,1,2,5,5,1,4,5,4,5,2,3,4,4,4,1,2,4,"GA",13,2,0,1,201612,2,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,344.293000154062,"R",5,300,300,150,5,300,300
"77836",40119815,1,3,2,1,1,3,1,1,1,4,5,1,4,5,5,5,4,3,5,5,5,2,1,2,"GA",13,1,0,1,201702,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,319.281029980931,"T",30,750,300,350,40,750,300
"77838",40119824,5,1,2,3,2,10,1,1,1,5,4,1,5,5,4,5,4,3,5,5,5,1,2,7,"GA",13,2,1,2,201704,1,4,1,5,1,1,5,1,1,5,3,51,2,2,"12060",3,1,1,1287.67721902594,"C",50,3000,1500,1500,40,3000,1500
"77846",40119905,6,4,1,2,4,11,1,1,1,4,5,1,3,1,4,5,4,3,5,5,2,1,2,7,"GA",13,2,0,2,201702,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,61.6692530031295,"R",20,300,50,75,20,300,50
"77862",40120059,6,1,1,1,1,-7,1,1,5,1,4,1,4,4,3,5,4,3,3,4,2,2,1,11,"GA",13,1,0,1,201704,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,454.917506023025,"S",40,3000,1500,1500,30,3000,1500
"77870",40120112,6,3,1,4,2,8,1,1,5,5,5,1,5,5,5,5,2,3,5,5,5,1,2,14,"GA",13,2,0,2,201611,1,6,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",4,1,2,195.186099833061,"C",30,750,300,350,20,1500,750
"77875",40120146,6,1,1,1,1,6,1,1,3,5,5,1,5,5,5,5,2,2,5,5,5,2,1,7,"GA",13,1,0,1,201703,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,563.312641283754,"S",50,3000,1500,1500,70,3000,1500
"77884",40120322,4,4,1,2,2,4,1,-9,-9,2,5,2,5,5,5,5,2,5,5,5,5,1,2,10,"GA",13,2,0,0,201704,2,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,549.493626283406,"R",20,300,300,75,5,300,50
"77980",40121470,4,1,2,1,1,7,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,"GA",13,1,0,1,201701,1,1,1,5,1,1,5,1,1,5,3,51,3,2,"12060",1,1,2,407.79830762983,"S",40,3000,3000,1500,70,7000,3000
"77991",40121594,4,1,1,2,1,5,2,5,5,5,5,2,5,5,5,5,3,2,5,5,5,1,1,0,"GA",13,2,0,0,201701,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,2,2,410.475562278148,"S",40,7000,1500,1500,50,3000,1500
"77992",40121598,4,3,1,1,1,8,1,1,5,5,5,1,5,5,5,5,4,3,4,4,4,2,1,3,"GA",13,1,0,1,201701,1,1,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,53.6365410012823,"T",5,300,50,75,5,3000,750
"77996",40121640,3,1,1,1,2,2,1,1,1,-9,-9,1,-9,-9,-9,-9,3,3,4,-9,-9,2,1,2,"GA",13,1,0,0,201611,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,223.866162964389,"T",20,1500,300,750,5,1500,300
"78000",40121685,6,1,2,1,2,9,1,1,2,2,4,1,3,4,4,5,4,5,3,4,4,2,1,6,"GA",13,1,0,1,201612,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,1130.88893404318,"S",40,3000,3000,1500,60,7000,3000
